epoch,train_loss,val_loss,val_ppl,lr
1,75.53973533824997,5.1070228749494335,165.17786697288673,7.5e-05
2,4.500643701117179,2.5695338079458687,13.05973467700959,0.00015
3,3.3996409447052245,2.3940285165204456,10.957547809973695,0.000225
4,3.1042020344771775,2.3953780387211774,10.972345246497618,0.0003
5,2.860813780870714,2.2999577856629667,9.973761410202064,0.0002998718637580951
6,2.595980004017739,2.2622319687531602,9.604502210075717,0.00029948767395100045
7,2.4084294046563732,2.1590726619913867,8.6631003101801,0.0002988480869605567
8,2.2827966606341232,2.107372526726419,8.226597697522172,0.00029795419551040833
9,2.1593136723485276,1.9639364446251137,7.1273282494219306,0.00029680752679910315
10,1.9989940387562009,1.8249005726111618,6.202178322051414,0.0002954100398908995
11,1.8538333591273388,1.7097271833862173,5.527453290814507,0.0002937641223687379
12,1.7457450028576564,1.6347674356437938,5.128265206636036,0.00029187258625509513
13,1.6658318694792023,1.5974128089419204,4.940234545613725,0.00028973866320769183
14,1.6147128282365322,1.5709378387549935,4.811158169217237,0.00028736599899825856
15,1.5787037155096764,1.540994539230001,4.66923169666189,0.0002847586472837968
16,1.5488185771169733,1.525366131927589,4.5968263061123045,0.00028192106268097334
17,1.520658944686557,1.5279368839860605,4.60865880950088,0.0002788580931554828
18,1.4975673245447962,1.5138063482224877,4.5439939419597675,0.00027557497173937923
19,1.473919215080453,1.4894599791097796,4.4347000415936355,0.00027207730759052924
20,1.458053076641715,1.4762069554004855,4.376314603177124,0.00026837107640945905
21,1.4390062486795918,1.464757703268798,4.326494817739322,0.00026446261022997097
22,1.42528850483848,1.4667257166989027,4.335017801568384,0.0002603585866009697
23,1.4097337130276415,1.4617809801811539,4.313635189997817,0.00025606601717798207
24,1.3991545362764348,1.4437088621730043,4.23637886120313,0.00025159223574386114
25,1.386032375213617,1.4461178167480995,4.246596407303787,0.00024694488567914106
26,1.375334293417659,1.435017459215084,4.1997183319334885,0.00024213190690345018
27,1.3640171348585968,1.4333853366691318,4.19286946757061,0.00023716152231029072
28,1.355249618323372,1.422496610474818,4.147462122682754,0.00023204222371836405
29,1.3449086154736982,1.4260239174193678,4.162117326135936,0.00022678275736344014
30,1.3371901080473654,1.422629174291123,4.148011962533347,0.00022139210895556104
31,1.329273778642702,1.424922066599034,4.157533819379874,0.00021587948832710554
32,1.3214481544546826,1.4290325489887785,4.174658460084645,0.0002102543136979454
33,1.312372111918601,1.4280945120505917,4.170744312339364,0.00020452619558457446
34,1.3049573937673118,1.442921906999014,4.2330463323867065,0.00019870492038070252
35,1.2961764609270632,1.4329565021469626,4.191071805873213,0.00019280043363736579
36,1.2895557011340428,1.4290390261554409,4.174685500130821,0.00018682282307111987
37,1.2809920455902932,1.4247807870019216,4.156946486166968,0.00018078230132934512
38,1.2745030231226888,1.432734295002465,4.1901406232363945,0.00017468918854211007
39,1.2676284488412708,1.43247992424003,4.189074909520302,0.00016855389469040217
40,1.2601049782431322,1.4304534846267782,4.1805945975028775,0.00016238690182084986
41,1.253686231261098,1.4383890096423695,4.213901790757633,0.00015619874613732196
42,1.2473218877553192,1.4326803789684044,4.189914713561964,0.00015
43,1.239842798138144,1.4368602090154523,4.207464496981322,0.000143801253862678
44,1.2336483864268164,1.4479716443964064,4.254476166736114,0.00013761309817915014
45,1.228508780657441,1.4454214513751937,4.243640254013888,0.00013144610530959784
46,1.2213971674499355,1.446195394604466,4.246925861928946,0.00012531081145788987
47,1.2158001015381599,1.4509491164321653,4.26716262796867,0.00011921769867065485
48,1.2097845465665036,1.4551826320677,4.2852660211341576,0.00011317717692888012
49,1.2043733628945246,1.4573909755406385,4.294739817229485,0.00010719956636263423
50,1.1990138948534474,1.4520278568535303,4.2717682724808235,0.00010129507961929748
51,1.19349754383107,1.4592470829540858,4.302718718200995,9.547380441542549e-05
52,1.188815200233715,1.457622861399234,4.295735822134711,8.97456863020546e-05
53,1.183646114579847,1.4624689507510156,4.316603865121123,8.412051167289446e-05
54,1.1791852741471982,1.469513581408652,4.347120106669711,7.860789104443896e-05
55,1.1747346818416837,1.469096433769152,4.345307093951869,7.321724263655988e-05
56,1.1702770185500961,1.479091524949223,4.388956611627544,6.795777628163599e-05
57,1.1666869541462317,1.477602188126812,4.382424842143643,6.283847768970926e-05
58,1.162365534396623,1.478727149346114,4.387357674239742,5.786809309654982e-05
59,1.1590183138669221,1.4831585683483137,4.406843036422003,5.305511432085884e-05
60,1.15565283902671,1.4806201115909647,4.395670642256707,4.840776425613886e-05
61,1.1529856297042964,1.4812773752881228,4.398560706657691,4.3933982822017876e-05
62,1.1496921459840892,1.490056240571484,4.437345070808784,3.964141339903026e-05
63,1.1470579819241558,1.4885237775059836,4.430550211144404,3.5537389770029046e-05
64,1.1443913509046282,1.4859217260004762,4.419036677197636,3.162892359054098e-05
65,1.142581488946716,1.4910018410626096,4.441543010961367,2.792269240947076e-05
66,1.140239704624464,1.4905500689756523,4.439536898992811,2.4425028260620715e-05
67,1.138348232272943,1.4941881461693889,4.455717692576966,2.1141906844517203e-05
68,1.1371259844722261,1.4944390520180184,4.4568357984696645,1.8078937319026654e-05
69,1.1354408872205273,1.4959917037618198,4.463761087233584,1.524135271620317e-05
70,1.1337116141452561,1.4971171258722695,4.46878753056162,1.2634001001741373e-05
71,1.1327404557468357,1.4961316747572815,4.4643859280452425,1.0261336792308167e-05
72,1.130780564894284,1.496079478834825,4.464152911384839,8.127413744904804e-06
73,1.1301331148179972,1.4976045100305715,4.470966077662381,6.235877631262093e-06
74,1.1299193367753941,1.499729144148842,4.480475343010288,4.589960109100444e-06
75,1.129132017329124,1.4987460633311842,4.476072838010259,3.192473200896828e-06
76,1.1282677699281243,1.5013627892816208,4.487800831742251,2.0458044895916513e-06
77,1.1275103072556063,1.4996096334282505,4.479939910169072,1.1519130394432474e-06
78,1.127332232797238,1.4999845025351646,4.481619616057478,5.123260489995229e-07
79,1.1274040189134396,1.5002029896296858,4.482598899082595,1.2813624190484705e-07
80,1.1277759894065036,1.5000279332956192,4.481814260432218,0.0
